agent_id,trip_id,from_zone_id,to_zone_id,from_origin__node_id,to_destination_node_id,start_time_in_min,end_time_in_min,travel_time_in_min,demand_type,pricing_type,information_type,value_of_time,vehicle_type,vehicle_age,distance
2427,0,1,2,1,2,446.98,485.20,38.22,1,1,1,30.00,1,7,11.00,
2428,0,1,2,1,2,447.00,485.20,38.20,1,1,1,30.00,1,11,11.00,
2429,0,1,2,1,2,447.01,485.20,38.19,1,1,1,10.00,1,7,11.00,
2430,0,1,2,1,2,447.02,485.20,38.18,1,1,1,30.00,1,16,11.00,
2431,0,1,2,1,2,447.03,485.30,38.27,1,1,1,1.00,1,9,11.00,
2432,0,1,2,1,2,447.05,485.30,38.25,1,1,1,20.00,1,6,11.00,
2433,0,1,2,1,2,447.06,485.30,38.24,1,1,1,1.00,1,0,11.00,
2434,0,1,2,1,2,447.06,485.30,38.24,2,2,1,1.00,1,10,11.00,
2435,0,1,2,1,2,447.06,485.30,38.24,3,3,1,30.00,1,4,11.00,
2436,0,1,2,1,2,447.07,485.40,38.33,1,1,1,20.00,1,9,11.00,
2437,0,1,2,1,2,447.08,485.40,38.32,1,1,1,15.00,1,10,11.00,
2438,0,1,2,1,2,447.10,485.40,38.30,1,1,1,1.00,1,9,11.00,
2439,0,1,2,1,2,447.11,485.40,38.29,1,1,1,15.00,1,10,11.00,
2440,0,1,2,1,2,447.12,485.50,38.38,1,1,1,1.00,2,2,11.00,
2441,0,1,2,1,2,447.13,485.50,38.37,1,1,1,10.00,1,4,11.00,
2442,0,1,2,1,2,447.15,485.50,38.35,1,1,1,15.00,1,6,11.00,
2443,0,1,2,1,2,447.16,485.50,38.34,1,1,1,20.00,2,12,11.00,
2444,0,1,2,1,2,447.17,485.50,38.33,1,1,1,1.00,1,10,11.00,
2445,0,1,2,1,2,447.18,485.60,38.42,1,1,1,10.00,1,10,11.00,
2446,0,1,2,1,2,447.19,485.60,38.41,1,1,1,1.00,1,11,11.00,
2447,0,1,2,1,2,447.21,485.60,38.39,1,1,1,20.00,1,10,11.00,
2448,0,1,2,1,2,447.22,485.60,38.38,1,1,1,30.00,1,3,11.00,
2449,0,1,2,1,2,447.23,485.70,38.47,1,1,1,20.00,1,13,11.00,
2450,0,1,2,1,2,447.24,485.70,38.46,1,1,1,5.00,1,3,11.00,
2451,0,1,2,1,2,447.26,485.70,38.44,1,1,1,1.00,1,9,11.00,
2452,0,1,2,1,2,447.27,485.70,38.43,1,1,1,15.00,2,16,11.00,
2453,0,1,2,1,2,447.28,485.70,38.42,1,1,1,5.00,1,6,11.00,
2454,0,1,2,1,2,447.28,485.80,38.52,3,3,1,40.00,1,11,11.00,
2455,0,1,2,1,2,447.28,485.80,38.52,2,2,1,10.00,1,11,11.00,
2456,0,1,2,1,2,447.29,485.80,38.51,1,1,1,30.00,1,3,11.00,
2457,0,1,2,1,2,447.31,485.80,38.49,1,1,1,5.00,1,3,11.00,
2458,0,1,2,1,2,447.32,485.90,38.58,1,1,1,30.00,1,6,11.00,
2459,0,1,2,1,2,447.33,485.90,38.57,1,1,1,15.00,2,19,11.00,
2460,0,1,2,1,2,447.34,485.90,38.56,1,1,1,5.00,1,7,11.00,
2461,0,1,2,1,2,447.36,485.90,38.54,1,1,1,10.00,1,6,11.00,
2462,0,1,2,1,2,447.37,485.90,38.53,1,1,1,15.00,1,12,11.00,
2463,0,1,2,1,2,447.38,486.00,38.62,1,1,1,10.00,1,7,11.00,
2464,0,1,2,1,2,447.39,486.00,38.61,1,1,1,5.00,1,11,11.00,
2465,0,1,2,1,2,447.40,486.00,38.60,1,1,1,40.00,1,21,11.00,
2466,0,1,2,1,2,447.42,486.00,38.58,1,1,1,15.00,1,0,11.00,
2467,0,1,2,1,2,447.43,486.10,38.67,1,1,1,10.00,1,4,11.00,
2468,0,1,2,1,2,447.44,486.10,38.66,1,1,1,5.00,1,30,11.00,
2469,0,1,2,1,2,447.45,486.10,38.65,1,1,1,20.00,1,30,11.00,
2470,0,1,2,1,2,447.47,486.10,38.63,1,1,1,30.00,1,7,11.00,
2471,0,1,2,1,2,447.48,486.10,38.62,1,1,1,30.00,1,0,11.00,
2472,0,1,2,1,2,447.49,486.20,38.71,1,1,1,10.00,1,7,11.00,
2473,0,1,2,1,2,447.50,486.20,38.70,1,1,1,30.00,1,4,11.00,
2474,0,1,2,1,2,447.50,486.20,38.70,3,3,1,20.00,4,0,11.00,
2475,0,1,2,1,2,447.50,486.20,38.70,2,2,1,10.00,1,3,11.00,
2476,0,1,2,1,2,447.52,486.30,38.78,1,1,1,40.00,2,16,11.00,
2477,0,1,2,1,2,447.53,486.30,38.77,1,1,1,1.00,2,11,11.00,
2478,0,1,2,1,2,447.54,486.30,38.76,1,1,1,10.00,1,3,11.00,
2479,0,1,2,1,2,447.55,486.30,38.75,1,1,1,15.00,1,0,11.00,
2480,0,1,2,1,2,447.57,486.30,38.73,1,1,1,1.00,2,6,11.00,
2481,0,1,2,1,2,447.58,486.40,38.82,1,1,1,10.00,1,24,11.00,
2482,0,1,2,1,2,447.59,486.40,38.81,1,1,1,30.00,1,4,11.00,
2483,0,1,2,1,2,447.60,486.40,38.80,1,1,1,10.00,2,13,11.00,
2484,0,1,2,1,2,447.61,486.40,38.79,1,1,1,10.00,1,5,11.00,
2485,0,1,2,1,2,447.63,486.50,38.87,1,1,1,10.00,2,23,11.00,
2486,0,1,2,1,2,447.64,486.50,38.86,1,1,1,5.00,1,6,11.00,
2487,0,1,2,1,2,447.65,486.50,38.85,1,1,1,10.00,1,4,11.00,
2488,0,1,2,1,2,447.66,486.50,38.84,1,1,1,10.00,1,5,11.00,
2489,0,1,2,1,2,447.68,486.50,38.82,1,1,1,10.00,1,6,11.00,
2490,0,1,2,1,2,447.69,486.60,38.91,1,1,1,30.00,1,1,11.00,
2491,0,1,2,1,2,447.70,486.60,38.90,1,1,1,5.00,1,12,11.00,
2492,0,1,2,1,2,447.71,486.60,38.89,1,1,1,10.00,1,5,11.00,
2493,0,1,2,1,2,447.73,486.60,38.87,1,1,1,30.00,1,11,11.00,
2494,0,1,2,1,2,447.73,486.70,38.97,3,3,1,20.00,4,8,11.00,
2495,0,1,2,1,2,447.73,486.70,38.97,2,2,1,20.00,1,7,11.00,
2496,0,1,2,1,2,447.74,486.70,38.96,1,1,1,20.00,2,4,11.00,
2497,0,1,2,1,2,447.75,486.70,38.95,1,1,1,1.00,1,0,11.00,
2498,0,1,2,1,2,447.76,486.70,38.94,1,1,1,20.00,1,11,11.00,
2499,0,1,2,1,2,447.77,486.80,39.03,1,1,1,15.00,1,2,11.00,
2500,0,1,2,1,2,447.79,486.80,39.01,1,1,1,10.00,1,11,11.00,
2501,0,1,2,1,2,447.80,486.80,39.00,1,1,1,15.00,1,7,11.00,
2502,0,1,2,1,2,447.81,486.80,38.99,1,1,1,30.00,2,11,11.00,
2503,0,1,2,1,2,447.82,486.90,39.08,1,1,1,5.00,1,0,11.00,
2504,0,1,2,1,2,447.84,486.90,39.06,1,1,1,30.00,2,11,11.00,
2505,0,1,2,1,2,447.85,486.90,39.05,1,1,1,20.00,2,7,11.00,
2506,0,1,2,1,2,447.86,486.90,39.04,1,1,1,20.00,2,5,11.00,
2507,0,1,2,1,2,447.87,486.90,39.03,1,1,1,20.00,1,13,11.00,
2508,0,1,2,1,2,447.89,487.00,39.11,1,1,1,10.00,1,9,11.00,
2509,0,1,2,1,2,447.90,487.00,39.10,1,1,1,10.00,2,0,11.00,
2510,0,1,2,1,2,447.91,487.00,39.09,1,1,1,20.00,1,12,11.00,
2511,0,1,2,1,2,447.92,487.00,39.08,1,1,1,1.00,1,20,11.00,
2512,0,1,2,1,2,447.94,487.10,39.16,1,1,1,40.00,1,9,11.00,
2513,0,1,2,1,2,447.95,487.10,39.15,1,1,1,60.00,1,8,11.00,
2514,0,1,2,1,2,447.95,487.10,39.15,2,2,1,10.00,1,8,11.00,
2515,0,1,2,1,2,447.95,487.10,39.15,3,3,1,20.00,3,4,11.00,
2516,0,1,2,1,2,447.96,487.10,39.14,1,1,1,20.00,1,0,11.00,
2517,0,1,2,1,2,447.97,487.20,39.23,1,1,1,10.00,1,14,11.00,
2518,0,1,2,1,2,447.98,487.20,39.22,1,1,1,20.00,1,11,11.00,
2519,0,1,2,1,2,448.00,487.20,39.20,1,1,1,30.00,1,2,11.00,
2520,0,1,2,1,2,448.01,487.20,39.19,1,1,1,5.00,2,7,11.00,
2521,0,1,2,1,2,448.02,487.30,39.28,1,1,1,10.00,1,8,11.00,
2522,0,1,2,1,2,448.03,487.30,39.27,1,1,1,10.00,2,4,11.00,
2523,0,1,2,1,2,448.05,487.30,39.25,1,1,1,1.00,1,8,11.00,
2524,0,1,2,1,2,448.06,487.30,39.24,1,1,1,15.00,2,9,11.00,
2525,0,1,2,1,2,448.07,487.30,39.23,1,1,1,30.00,2,4,11.00,
2526,0,1,2,1,2,448.08,487.40,39.32,1,1,1,30.00,1,5,11.00,
2527,0,1,2,1,2,448.10,487.40,39.30,1,1,1,10.00,2,8,11.00,
2528,0,1,2,1,2,448.11,487.40,39.29,1,1,1,10.00,1,11,11.00,
2529,0,1,2,1,2,448.12,487.40,39.28,1,1,1,30.00,1,1,11.00,
2530,0,1,2,1,2,448.13,487.50,39.37,1,1,1,30.00,1,10,11.00,
2531,0,1,2,1,2,448.15,487.50,39.35,1,1,1,30.00,1,9,11.00,
2532,0,1,2,1,2,448.16,487.50,39.34,1,1,1,15.00,1,3,11.00,
2533,0,1,2,1,2,448.17,487.50,39.33,1,1,1,10.00,1,3,11.00,
2534,0,1,2,1,2,448.17,487.50,39.33,2,2,1,30.00,1,5,11.00,
2535,0,1,2,1,2,448.17,487.60,39.43,3,3,1,20.00,3,8,11.00,
2536,0,1,2,1,2,448.18,487.60,39.42,1,1,1,5.00,2,2,11.00,
2537,0,1,2,1,2,448.19,487.60,39.41,1,1,1,20.00,1,10,11.00,
2538,0,1,2,1,2,448.21,487.60,39.39,1,1,1,10.00,1,16,11.00,
2539,0,1,2,1,2,448.22,487.70,39.48,1,1,1,20.00,1,4,11.00,
2540,0,1,2,1,2,448.23,487.70,39.47,1,1,1,30.00,1,30,11.00,
2541,0,1,2,1,2,448.24,487.70,39.46,1,1,1,10.00,1,3,11.00,
2542,0,1,2,1,2,448.26,487.70,39.44,1,1,1,10.00,1,3,11.00,
2543,0,1,2,1,2,448.27,487.70,39.43,1,1,1,15.00,1,3,11.00,
2544,0,1,2,1,2,448.28,487.80,39.52,1,1,1,30.00,1,5,11.00,
2545,0,1,2,1,2,448.29,487.80,39.51,1,1,1,10.00,1,2,11.00,
2546,0,1,2,1,2,448.31,487.80,39.49,1,1,1,20.00,1,7,11.00,
2547,0,1,2,1,2,448.32,487.80,39.48,1,1,1,40.00,1,7,11.00,
2548,0,1,2,1,2,448.33,487.90,39.57,1,1,1,30.00,1,3,11.00,
2549,0,1,2,1,2,448.34,487.90,39.56,1,1,1,15.00,1,10,11.00,
2550,0,1,2,1,2,448.36,487.90,39.54,1,1,1,20.00,1,1,11.00,
2551,0,1,2,1,2,448.37,487.90,39.53,1,1,1,60.00,1,12,11.00,
2552,0,1,2,1,2,448.38,487.90,39.52,1,1,1,10.00,1,11,11.00,
2553,0,1,2,1,2,448.39,488.00,39.61,2,2,1,10.00,1,11,11.00,
2554,0,1,2,1,2,448.39,488.00,39.61,3,3,1,40.00,1,5,11.00,
2555,0,1,2,1,2,448.39,488.00,39.61,1,1,1,20.00,1,5,11.00,
2556,0,1,2,1,2,448.40,488.00,39.60,1,1,1,60.00,1,7,11.00,
2557,0,1,2,1,2,448.42,488.10,39.68,1,1,1,30.00,1,12,11.00,
2558,0,1,2,1,2,448.43,488.10,39.67,1,1,1,10.00,1,11,11.00,
2559,0,1,2,1,2,448.44,488.10,39.66,1,1,1,30.00,1,7,11.00,
2560,0,1,2,1,2,448.45,488.10,39.65,1,1,1,20.00,2,7,11.00,
2561,0,1,2,1,2,448.47,488.10,39.63,1,1,1,30.00,1,15,11.00,
2562,0,1,2,1,2,448.48,488.20,39.72,1,1,1,15.00,1,5,11.00,
2563,0,1,2,1,2,448.49,488.20,39.71,1,1,1,20.00,1,16,11.00,
2564,0,1,2,1,2,448.50,488.20,39.70,1,1,1,20.00,2,7,11.00,
2565,0,1,2,1,2,448.52,488.20,39.68,1,1,1,5.00,1,19,11.00,
2566,0,1,2,1,2,448.53,488.30,39.77,1,1,1,5.00,1,2,11.00,
2567,0,1,2,1,2,448.54,488.30,39.76,1,1,1,5.00,1,1,11.00,
2568,0,1,2,1,2,448.55,488.30,39.75,1,1,1,30.00,2,11,11.00,
2569,0,1,2,1,2,448.56,488.30,39.74,1,1,1,30.00,2,16,11.00,
2570,0,1,2,1,2,448.58,488.30,39.72,1,1,1,1.00,2,16,11.00,
2571,0,1,2,1,2,448.59,488.40,39.81,1,1,1,10.00,1,4,11.00,
2572,0,1,2,1,2,448.60,488.40,39.80,1,1,1,10.00,1,12,11.00,
2573,0,1,2,1,2,448.61,488.40,39.79,3,3,1,20.00,3,2,11.00,
2574,0,1,2,1,2,448.61,488.40,39.79,2,2,1,20.00,1,1,11.00,
2575,0,1,2,1,2,448.61,488.50,39.89,1,1,1,10.00,1,13,11.00,
2576,0,1,2,1,2,448.63,488.50,39.87,1,1,1,20.00,1,8,11.00,
2577,0,1,2,1,2,448.64,488.50,39.86,1,1,1,20.00,2,4,11.00,
2578,0,1,2,1,2,448.65,488.50,39.85,1,1,1,5.00,1,4,11.00,
2579,0,1,2,1,2,448.66,488.50,39.84,1,1,1,5.00,1,9,11.00,
2580,0,1,2,1,2,448.68,488.60,39.92,1,1,1,20.00,1,6,11.00,
2581,0,1,2,1,2,448.69,488.60,39.91,1,1,1,30.00,1,2,11.00,
2582,0,1,2,1,2,448.70,488.60,39.90,1,1,1,10.00,1,0,11.00,
2583,0,1,2,1,2,448.71,488.60,39.89,1,1,1,20.00,1,12,11.00,
2584,0,1,2,1,2,448.73,488.70,39.97,1,1,1,5.00,1,16,11.00,
2585,0,1,2,1,2,448.74,488.70,39.96,1,1,1,5.00,1,12,11.00,
2586,0,1,2,1,2,448.75,488.70,39.95,1,1,1,15.00,1,3,11.00,
2587,0,1,2,1,2,448.76,488.70,39.94,1,1,1,1.00,1,1,11.00,
2588,0,1,2,1,2,448.77,488.70,39.93,1,1,1,30.00,2,7,11.00,
2589,0,1,2,1,2,448.79,488.80,40.01,1,1,1,10.00,1,17,11.00,
2590,0,1,2,1,2,448.80,488.80,40.00,1,1,1,15.00,1,12,11.00,
2591,0,1,2,1,2,448.81,488.80,39.99,1,1,1,15.00,1,11,11.00,
2592,0,1,2,1,2,448.82,488.80,39.98,1,1,1,20.00,1,0,11.00,
2593,0,1,2,1,2,448.84,488.90,40.06,3,3,1,30.00,4,3,11.00,
2594,0,1,2,1,2,448.84,488.90,40.06,2,2,1,15.00,1,4,11.00,
2595,0,1,2,1,2,448.84,488.90,40.06,1,1,1,20.00,1,9,11.00,
2596,0,1,2,1,2,448.85,488.90,40.05,1,1,1,10.00,1,5,11.00,
2597,0,1,2,1,2,448.86,488.90,40.04,1,1,1,30.00,1,19,11.00,
2598,0,1,2,1,2,448.87,489.00,40.13,1,1,1,30.00,1,1,11.00,
2599,0,1,2,1,2,448.89,489.00,40.11,1,1,1,15.00,1,12,11.00,
2600,0,1,2,1,2,448.90,489.00,40.10,1,1,1,20.00,1,2,11.00,
2601,0,1,2,1,2,448.91,489.00,40.09,1,1,1,30.00,1,7,11.00,
2602,0,1,2,1,2,448.92,489.10,40.18,1,1,1,10.00,1,6,11.00,
2603,0,1,2,1,2,448.94,489.10,40.16,1,1,1,15.00,2,3,11.00,
2604,0,1,2,1,2,448.95,489.10,40.15,1,1,1,15.00,1,30,11.00,
2605,0,1,2,1,2,448.96,489.10,40.14,1,1,1,5.00,1,20,11.00,
2606,0,1,2,1,2,448.97,489.10,40.13,1,1,1,5.00,1,12,11.00,
2607,0,1,2,1,2,448.98,489.20,40.22,1,1,1,30.00,1,18,11.00,
2608,0,1,2,1,2,449.00,489.20,40.20,1,1,1,30.00,1,9,11.00,
2609,0,1,2,1,2,449.01,489.20,40.19,1,1,1,15.00,1,10,11.00,
2610,0,1,2,1,2,449.02,489.20,40.18,1,1,1,5.00,1,17,11.00,
2611,0,1,2,1,2,449.03,489.30,40.27,1,1,1,60.00,1,3,11.00,
2612,0,1,2,1,2,449.05,489.30,40.25,1,1,1,60.00,1,7,11.00,
2613,0,1,2,1,2,449.06,489.30,40.24,2,2,1,30.00,2,4,11.00,
2614,0,1,2,1,2,449.06,489.30,40.24,3,3,1,20.00,1,15,11.00,
2615,0,1,2,1,2,449.06,489.30,40.24,1,1,1,20.00,2,19,11.00,
2616,0,1,2,1,2,449.07,489.40,40.33,1,1,1,5.00,1,10,11.00,
2617,0,1,2,1,2,449.08,489.40,40.32,1,1,1,1.00,1,5,11.00,
2618,0,1,2,1,2,449.10,489.40,40.30,1,1,1,20.00,1,5,11.00,
2619,0,1,2,1,2,449.11,489.40,40.29,1,1,1,1.00,1,11,11.00,
2620,0,1,2,1,2,449.12,489.50,40.38,1,1,1,30.00,2,8,11.00,
2621,0,1,2,1,2,449.13,489.50,40.37,1,1,1,1.00,1,15,11.00,
2622,0,1,2,1,2,449.15,489.50,40.35,1,1,1,10.00,2,8,11.00,
2623,0,1,2,1,2,449.16,489.50,40.34,1,1,1,10.00,1,14,11.00,
2624,0,1,2,1,2,449.17,489.50,40.33,1,1,1,10.00,1,2,11.00,
2625,0,1,2,1,2,449.18,489.60,40.42,1,1,1,20.00,1,13,11.00,
2626,0,1,2,1,2,449.19,489.60,40.41,1,1,1,5.00,1,0,11.00,
2627,0,1,2,1,2,449.21,489.60,40.39,1,1,1,5.00,1,13,11.00,
2628,0,1,2,1,2,449.22,489.60,40.38,1,1,1,15.00,2,1,11.00,
2629,0,1,2,1,2,449.23,489.70,40.47,1,1,1,5.00,1,20,11.00,
2630,0,1,2,1,2,449.24,489.70,40.46,1,1,1,1.00,1,7,11.00,
2631,0,1,2,1,2,449.26,489.70,40.44,1,1,1,10.00,2,9,11.00,
2632,0,1,2,1,2,449.27,489.70,40.43,1,1,1,30.00,1,14,11.00,
2633,0,1,2,1,2,449.28,489.70,40.42,2,2,1,20.00,1,9,11.00,
2634,0,1,2,1,2,449.28,489.80,40.52,3,3,1,20.00,3,18,11.00,
2635,0,1,2,1,2,449.28,489.80,40.52,1,1,1,10.00,1,7,11.00,
2636,0,1,2,1,2,449.29,489.80,40.51,1,1,1,60.00,1,0,11.00,
2637,0,1,2,1,2,449.31,489.80,40.49,1,1,1,10.00,1,5,11.00,
2638,0,1,2,1,2,449.32,489.90,40.58,1,1,1,10.00,1,9,11.00,
2639,0,1,2,1,2,449.33,489.90,40.57,1,1,1,30.00,1,10,11.00,
2640,0,1,2,1,2,449.34,489.90,40.56,1,1,1,10.00,1,7,11.00,
2641,0,1,2,1,2,449.36,489.90,40.54,1,1,1,30.00,2,0,11.00,
2642,0,1,2,1,2,449.37,489.90,40.53,1,1,1,1.00,1,0,11.00,
2643,0,1,2,1,2,449.38,490.00,40.62,1,1,1,10.00,2,8,11.00,
2644,0,1,2,1,2,449.39,490.00,40.61,1,1,1,10.00,1,18,11.00,
2645,0,1,2,1,2,449.40,490.00,40.60,1,1,1,30.00,2,11,11.00,
2646,0,1,2,1,2,449.42,490.00,40.58,1,1,1,10.00,2,7,11.00,
2647,0,1,2,1,2,449.43,490.10,40.67,1,1,1,10.00,1,4,11.00,
2648,0,1,2,1,2,449.44,490.10,40.66,1,1,1,10.00,1,4,11.00,
2649,0,1,2,1,2,449.45,490.10,40.65,1,1,1,10.00,1,1,11.00,
2650,0,1,2,1,2,449.47,490.10,40.63,1,1,1,10.00,1,10,11.00,
2651,0,1,2,1,2,449.48,490.10,40.62,1,1,1,20.00,1,14,11.00,
2652,0,1,2,1,2,449.49,490.20,40.71,1,1,1,15.00,1,3,11.00,
2653,0,1,2,1,2,449.50,490.20,40.70,3,3,1,20.00,1,6,11.00,
2654,0,1,2,1,2,449.50,490.20,40.70,2,2,1,15.00,1,9,11.00,
2655,0,1,2,1,2,449.50,490.20,40.70,1,1,1,30.00,2,10,11.00,
2656,0,1,2,1,2,449.52,490.30,40.78,1,1,1,10.00,1,9,11.00,
2657,0,1,2,1,2,449.53,490.30,40.77,1,1,1,30.00,1,6,11.00,
2658,0,1,2,1,2,449.54,490.30,40.76,1,1,1,10.00,1,15,11.00,
2659,0,1,2,1,2,449.55,490.30,40.75,1,1,1,10.00,1,7,11.00,
2660,0,1,2,1,2,449.56,490.30,40.74,1,1,1,15.00,1,0,11.00,
2661,0,1,2,1,2,449.58,490.40,40.82,1,1,1,30.00,1,18,11.00,
2662,0,1,2,1,2,449.59,490.40,40.81,1,1,1,10.00,1,7,11.00,
2663,0,1,2,1,2,449.60,490.40,40.80,1,1,1,40.00,2,23,11.00,
2664,0,1,2,1,2,449.61,490.40,40.79,1,1,1,10.00,1,13,11.00,
2665,0,1,2,1,2,449.63,490.50,40.87,1,1,1,30.00,1,2,11.00,
2666,0,1,2,1,2,449.64,490.50,40.86,1,1,1,20.00,1,13,11.00,
2667,0,1,2,1,2,449.65,490.50,40.85,1,1,1,10.00,2,6,11.00,
2668,0,1,2,1,2,449.66,490.50,40.84,1,1,1,10.00,1,8,11.00,
2669,0,1,2,1,2,449.68,490.50,40.82,1,1,1,20.00,1,7,11.00,
2670,0,1,2,1,2,449.69,490.60,40.91,1,1,1,5.00,1,3,11.00,
2671,0,1,2,1,2,449.70,490.60,40.90,1,1,1,10.00,1,7,11.00,
2672,0,1,2,1,2,449.71,490.60,40.89,1,1,1,20.00,1,5,11.00,
2673,0,1,2,1,2,449.72,490.60,40.88,2,2,1,10.00,1,7,11.00,
2674,0,1,2,1,2,449.72,490.70,40.98,3,3,1,20.00,3,4,11.00,
2675,0,1,2,1,2,449.73,490.70,40.97,1,1,1,20.00,2,3,11.00,
2676,0,1,2,1,2,449.74,490.70,40.96,1,1,1,10.00,1,2,11.00,
2677,0,1,2,1,2,449.75,490.70,40.95,1,1,1,5.00,1,9,11.00,
2678,0,1,2,1,2,449.76,490.70,40.94,1,1,1,10.00,1,5,11.00,
2679,0,1,2,1,2,449.77,490.80,41.03,1,1,1,15.00,1,0,11.00,
2680,0,1,2,1,2,449.79,490.80,41.01,1,1,1,30.00,1,2,11.00,
2681,0,1,2,1,2,449.80,490.80,41.00,1,1,1,5.00,1,12,11.00,
2682,0,1,2,1,2,449.81,490.80,40.99,1,1,1,30.00,1,7,11.00,
2683,0,1,2,1,2,449.82,490.90,41.08,1,1,1,30.00,1,6,11.00,
2684,0,1,2,1,2,449.84,490.90,41.06,1,1,1,20.00,1,10,11.00,
2685,0,1,2,1,2,449.85,490.90,41.05,1,1,1,5.00,1,18,11.00,
2686,0,1,2,1,2,449.86,490.90,41.04,1,1,1,5.00,1,11,11.00,
2687,0,1,2,1,2,449.87,490.90,41.03,1,1,1,30.00,2,5,11.00,
2688,0,1,2,1,2,449.89,491.00,41.11,1,1,1,10.00,2,8,11.00,
2689,0,1,2,1,2,449.90,491.00,41.10,1,1,1,1.00,1,16,11.00,
2690,0,1,2,1,2,449.91,491.00,41.09,1,1,1,10.00,1,6,11.00,
2691,0,1,2,1,2,449.92,491.00,41.08,1,1,1,30.00,2,10,11.00,
2692,0,1,2,1,2,449.94,491.10,41.16,1,1,1,20.00,1,0,11.00,
2693,0,1,2,1,2,449.94,491.10,41.16,3,3,1,30.00,3,11,11.00,
2694,0,1,2,1,2,449.94,491.10,41.16,2,2,1,5.00,1,12,11.00,
2695,0,1,2,1,2,449.95,491.10,41.15,1,1,1,15.00,2,6,11.00,
2696,0,1,2,1,2,449.96,491.10,41.14,1,1,1,20.00,1,24,11.00,
2697,0,1,2,1,2,449.97,491.20,41.23,1,1,1,30.00,1,17,11.00,
2698,0,1,2,1,2,449.98,491.20,41.22,1,1,1,1.00,1,8,11.00,
2699,0,1,2,1,2,450.00,491.20,41.20,1,1,1,15.00,1,4,11.00,
2700,0,1,2,1,2,450.01,491.20,41.19,1,1,1,30.00,1,8,11.00,
2701,0,1,2,1,2,450.02,491.30,41.28,1,1,1,10.00,1,15,11.00,
2702,0,1,2,1,2,450.03,491.30,41.27,1,1,1,10.00,1,4,11.00,
2703,0,1,2,1,2,450.05,491.30,41.25,1,1,1,5.00,1,12,11.00,
2704,0,1,2,1,2,450.06,491.30,41.24,1,1,1,5.00,1,11,11.00,
2705,0,1,2,1,2,450.07,491.30,41.23,1,1,1,10.00,1,0,11.00,
2706,0,1,2,1,2,450.08,491.40,41.32,1,1,1,20.00,2,18,11.00,
2707,0,1,2,1,2,450.10,491.40,41.30,1,1,1,15.00,1,10,11.00,
2708,0,1,2,1,2,450.11,491.40,41.29,1,1,1,20.00,1,13,11.00,
2709,0,1,2,1,2,450.12,491.40,41.28,1,1,1,5.00,1,6,11.00,
2710,0,1,2,1,2,450.13,491.50,41.37,1,1,1,5.00,2,3,11.00,
2711,0,1,2,1,2,450.15,491.50,41.35,1,1,1,15.00,1,4,11.00,
2712,0,1,2,1,2,450.16,491.50,41.34,1,1,1,20.00,1,7,11.00,
2713,0,1,2,1,2,450.17,491.50,41.33,2,2,1,20.00,1,1,11.00,
2714,0,1,2,1,2,450.17,491.50,41.33,3,3,1,20.00,1,2,11.00,
2715,0,1,2,1,2,450.17,491.60,41.43,1,1,1,10.00,1,16,11.00,
2716,0,1,2,1,2,450.18,491.60,41.42,1,1,1,1.00,1,6,11.00,
2717,0,1,2,1,2,450.19,491.60,41.41,1,1,1,10.00,1,2,11.00,
2718,0,1,2,1,2,450.21,491.60,41.39,1,1,1,30.00,1,7,11.00,
2719,0,1,2,1,2,450.22,491.70,41.48,1,1,1,10.00,1,8,11.00,
2720,0,1,2,1,2,450.23,491.70,41.47,1,1,1,20.00,2,3,11.00,
2721,0,1,2,1,2,450.24,491.70,41.46,1,1,1,60.00,1,9,11.00,
2722,0,1,2,1,2,450.26,491.70,41.44,1,1,1,20.00,1,7,11.00,
2723,0,1,2,1,2,450.27,491.70,41.43,1,1,1,10.00,1,9,11.00,
2724,0,1,2,1,2,450.28,491.80,41.52,1,1,1,10.00,1,8,11.00,
2725,0,1,2,1,2,450.29,491.80,41.51,1,1,1,5.00,1,30,11.00,
2726,0,1,2,1,2,450.31,491.80,41.49,1,1,1,10.00,2,11,11.00,
2727,0,1,2,1,2,450.32,491.80,41.48,1,1,1,20.00,1,4,11.00,
2728,0,1,2,1,2,450.33,491.90,41.57,1,1,1,1.00,1,2,11.00,
2729,0,1,2,1,2,450.34,491.90,41.56,1,1,1,10.00,1,7,11.00,
2730,0,1,2,1,2,450.35,491.90,41.55,1,1,1,30.00,1,7,11.00,
2731,0,1,2,1,2,450.37,491.90,41.53,1,1,1,10.00,1,2,11.00,
2732,0,1,2,1,2,450.38,491.90,41.52,1,1,1,10.00,1,9,11.00,
2733,0,1,2,1,2,450.39,492.00,41.61,2,2,1,20.00,1,8,11.00,
2734,0,1,2,1,2,450.39,492.00,41.61,3,3,1,30.00,4,10,11.00,
2735,0,1,2,1,2,450.39,492.00,41.61,1,1,1,5.00,1,6,11.00,
2736,0,1,2,1,2,450.40,492.00,41.60,1,1,1,10.00,1,7,11.00,
2737,0,1,2,1,2,450.42,492.10,41.68,1,1,1,20.00,1,6,11.00,
2738,0,1,2,1,2,450.43,492.10,41.67,1,1,1,15.00,1,6,11.00,
2739,0,1,2,1,2,450.44,492.10,41.66,1,1,1,10.00,1,2,11.00,
2740,0,1,2,1,2,450.45,492.10,41.65,1,1,1,1.00,1,0,11.00,
2741,0,1,2,1,2,450.47,492.10,41.63,1,1,1,20.00,1,10,11.00,
