agent_id,trip_id,from_zone_id,to_zone_id,from_origin__node_id,to_destination_node_id,start_time_in_min,end_time_in_min,travel_time_in_min,demand_type,pricing_type,information_type,value_of_time,vehicle_type,vehicle_age,distance
80,0,1,2,1,2,420.90,433.00,12.10,1,1,1,30.00,1,0,11.00,
81,0,1,2,1,2,420.91,433.00,12.09,1,1,1,40.00,2,15,11.00,
82,0,1,2,1,2,420.93,433.10,12.17,1,1,1,1.00,1,5,11.00,
83,0,1,2,1,2,420.94,433.10,12.16,1,1,1,10.00,1,13,11.00,
84,0,1,2,1,2,420.95,433.10,12.15,1,1,1,20.00,1,13,11.00,
85,0,1,2,1,2,420.96,433.10,12.14,1,1,1,5.00,1,15,11.00,
86,0,1,2,1,2,420.98,433.10,12.12,1,1,1,20.00,1,5,11.00,
87,0,1,2,1,2,420.99,433.20,12.21,1,1,1,10.00,2,4,11.00,
88,0,1,2,1,2,421.00,433.20,12.20,1,1,1,10.00,1,5,11.00,
89,0,1,2,1,2,421.01,433.20,12.19,1,1,1,5.00,1,2,11.00,
90,0,1,2,1,2,421.02,433.20,12.18,1,1,1,10.00,1,15,11.00,
91,0,1,2,1,2,421.04,433.30,12.26,1,1,1,1.00,1,9,11.00,
92,0,1,2,1,2,421.05,433.30,12.25,1,1,1,5.00,1,3,11.00,
93,0,1,2,1,2,421.06,433.30,12.24,1,1,1,10.00,1,7,11.00,
94,0,1,2,1,2,421.07,433.30,12.23,1,1,1,30.00,1,10,11.00,
95,0,1,2,1,2,421.09,433.30,12.21,1,1,1,15.00,1,1,11.00,
96,0,1,2,1,2,421.10,433.40,12.30,1,1,1,1.00,1,13,11.00,
97,0,1,2,1,2,421.11,433.40,12.29,3,3,1,60.00,4,15,11.00,
98,0,1,2,1,2,421.11,433.40,12.29,2,2,1,15.00,1,7,11.00,
99,0,1,2,1,2,421.11,433.40,12.29,1,1,1,30.00,1,7,11.00,
100,0,1,2,1,2,421.12,433.50,12.38,1,1,1,10.00,1,30,11.00,
101,0,1,2,1,2,421.14,433.50,12.36,1,1,1,30.00,1,12,11.00,
102,0,1,2,1,2,421.15,433.50,12.35,1,1,1,40.00,1,13,11.00,
103,0,1,2,1,2,421.16,433.50,12.34,1,1,1,20.00,2,30,11.00,
104,0,1,2,1,2,421.17,433.50,12.33,1,1,1,1.00,2,7,11.00,
105,0,1,2,1,2,421.19,433.60,12.41,1,1,1,30.00,2,1,11.00,
106,0,1,2,1,2,421.20,433.60,12.40,1,1,1,10.00,1,5,11.00,
107,0,1,2,1,2,421.21,433.60,12.39,1,1,1,5.00,1,5,11.00,
108,0,1,2,1,2,421.22,433.60,12.38,1,1,1,5.00,1,8,11.00,
109,0,1,2,1,2,421.23,433.70,12.47,1,1,1,20.00,2,6,11.00,
110,0,1,2,1,2,421.25,433.70,12.45,1,1,1,10.00,1,5,11.00,
111,0,1,2,1,2,421.26,433.70,12.44,1,1,1,10.00,1,14,11.00,
112,0,1,2,1,2,421.27,433.70,12.43,1,1,1,5.00,1,8,11.00,
113,0,1,2,1,2,421.28,433.70,12.42,1,1,1,15.00,2,7,11.00,
114,0,1,2,1,2,421.30,433.80,12.50,1,1,1,20.00,1,9,11.00,
115,0,1,2,1,2,421.31,433.80,12.49,1,1,1,30.00,1,4,11.00,
116,0,1,2,1,2,421.32,433.80,12.48,1,1,1,5.00,2,11,11.00,
117,0,1,2,1,2,421.33,433.80,12.47,2,2,1,1.00,1,1,11.00,
118,0,1,2,1,2,421.33,433.90,12.57,3,3,1,30.00,4,6,11.00,
119,0,1,2,1,2,421.33,433.90,12.57,1,1,1,5.00,1,0,11.00,
120,0,1,2,1,2,421.35,433.90,12.55,1,1,1,10.00,1,6,11.00,
121,0,1,2,1,2,421.36,433.90,12.54,1,1,1,40.00,1,12,11.00,
122,0,1,2,1,2,421.37,433.90,12.53,1,1,1,40.00,2,9,11.00,
123,0,1,2,1,2,421.38,434.00,12.62,1,1,1,10.00,1,5,11.00,
124,0,1,2,1,2,421.39,434.00,12.61,1,1,1,10.00,1,0,11.00,
125,0,1,2,1,2,421.41,434.00,12.59,1,1,1,20.00,1,17,11.00,
126,0,1,2,1,2,421.42,434.00,12.58,1,1,1,30.00,1,6,11.00,
127,0,1,2,1,2,421.43,434.10,12.67,1,1,1,10.00,1,12,11.00,
128,0,1,2,1,2,421.44,434.10,12.66,1,1,1,10.00,1,5,11.00,
129,0,1,2,1,2,421.46,434.10,12.64,1,1,1,10.00,1,8,11.00,
130,0,1,2,1,2,421.47,434.10,12.63,1,1,1,10.00,1,5,11.00,
131,0,1,2,1,2,421.48,434.10,12.62,1,1,1,30.00,1,0,11.00,
132,0,1,2,1,2,421.49,434.20,12.71,1,1,1,10.00,2,2,11.00,
133,0,1,2,1,2,421.51,434.20,12.69,1,1,1,15.00,1,12,11.00,
134,0,1,2,1,2,421.52,434.20,12.68,1,1,1,30.00,1,4,11.00,
135,0,1,2,1,2,421.53,434.20,12.67,1,1,1,20.00,1,8,11.00,
136,0,1,2,1,2,421.54,434.30,12.76,1,1,1,30.00,1,5,11.00,
137,0,1,2,1,2,421.55,434.30,12.75,2,2,1,5.00,1,9,11.00,
138,0,1,2,1,2,421.55,434.30,12.75,3,3,1,30.00,3,4,11.00,
139,0,1,2,1,2,421.56,434.30,12.74,1,1,1,30.00,1,13,11.00,
140,0,1,2,1,2,421.57,434.30,12.73,1,1,1,30.00,1,0,11.00,
141,0,1,2,1,2,421.58,434.40,12.82,1,1,1,20.00,2,15,11.00,
142,0,1,2,1,2,421.59,434.40,12.81,1,1,1,30.00,1,14,11.00,
143,0,1,2,1,2,421.60,434.40,12.80,1,1,1,60.00,1,7,11.00,
144,0,1,2,1,2,421.62,434.40,12.78,1,1,1,1.00,1,7,11.00,
145,0,1,2,1,2,421.63,434.50,12.87,1,1,1,1.00,1,13,11.00,
146,0,1,2,1,2,421.64,434.50,12.86,1,1,1,20.00,2,5,11.00,
147,0,1,2,1,2,421.65,434.50,12.85,1,1,1,10.00,1,8,11.00,
148,0,1,2,1,2,421.67,434.50,12.83,1,1,1,10.00,1,9,11.00,
149,0,1,2,1,2,421.68,434.50,12.82,1,1,1,20.00,2,25,11.00,
150,0,1,2,1,2,421.69,434.60,12.91,1,1,1,15.00,1,0,11.00,
151,0,1,2,1,2,421.70,434.60,12.90,1,1,1,30.00,1,10,11.00,
152,0,1,2,1,2,421.72,434.60,12.88,1,1,1,20.00,1,9,11.00,
153,0,1,2,1,2,421.73,434.60,12.87,1,1,1,30.00,1,4,11.00,
154,0,1,2,1,2,421.74,434.70,12.96,1,1,1,30.00,2,3,11.00,
155,0,1,2,1,2,421.75,434.70,12.95,1,1,1,30.00,1,8,11.00,
156,0,1,2,1,2,421.77,434.70,12.93,1,1,1,30.00,1,17,11.00,
157,0,1,2,1,2,421.77,434.70,12.93,3,3,1,30.00,3,14,11.00,
158,0,1,2,1,2,421.77,434.70,12.93,2,2,1,10.00,1,0,11.00,
159,0,1,2,1,2,421.78,434.80,13.02,1,1,1,15.00,1,3,11.00,
160,0,1,2,1,2,421.79,434.80,13.01,1,1,1,20.00,1,7,11.00,
161,0,1,2,1,2,421.80,434.80,13.00,1,1,1,20.00,2,25,11.00,
162,0,1,2,1,2,421.81,434.80,12.99,1,1,1,10.00,1,2,11.00,
163,0,1,2,1,2,421.83,434.90,13.07,1,1,1,10.00,1,9,11.00,
164,0,1,2,1,2,421.84,434.90,13.06,1,1,1,20.00,1,9,11.00,
165,0,1,2,1,2,421.85,434.90,13.05,1,1,1,40.00,2,4,11.00,
166,0,1,2,1,2,421.86,434.90,13.04,1,1,1,15.00,1,0,11.00,
167,0,1,2,1,2,421.88,434.90,13.02,1,1,1,10.00,1,2,11.00,
168,0,1,2,1,2,421.89,435.00,13.11,1,1,1,15.00,1,4,11.00,
169,0,1,2,1,2,421.90,435.00,13.10,1,1,1,60.00,1,5,11.00,
170,0,1,2,1,2,421.91,435.00,13.09,1,1,1,30.00,2,14,11.00,
171,0,1,2,1,2,421.93,435.00,13.07,1,1,1,30.00,2,4,11.00,
172,0,1,2,1,2,421.94,435.10,13.16,1,1,1,20.00,1,3,11.00,
173,0,1,2,1,2,421.95,435.10,13.15,1,1,1,20.00,1,16,11.00,
174,0,1,2,1,2,421.96,435.10,13.14,1,1,1,30.00,1,3,11.00,
175,0,1,2,1,2,421.98,435.10,13.12,1,1,1,30.00,2,4,11.00,
176,0,1,2,1,2,421.99,435.10,13.11,1,1,1,10.00,2,8,11.00,
177,0,1,2,1,2,422.00,435.20,13.20,2,2,1,15.00,1,7,11.00,
178,0,1,2,1,2,422.00,435.20,13.20,3,3,1,60.00,1,8,11.00,
179,0,1,2,1,2,422.00,435.20,13.20,1,1,1,10.00,1,1,11.00,
180,0,1,2,1,2,422.01,435.20,13.19,1,1,1,30.00,1,10,11.00,
181,0,1,2,1,2,422.02,435.30,13.28,1,1,1,30.00,1,1,11.00,
182,0,1,2,1,2,422.04,435.30,13.26,1,1,1,1.00,1,0,11.00,
183,0,1,2,1,2,422.05,435.30,13.25,1,1,1,15.00,2,30,11.00,
184,0,1,2,1,2,422.06,435.30,13.24,1,1,1,30.00,1,6,11.00,
185,0,1,2,1,2,422.07,435.30,13.23,1,1,1,10.00,1,12,11.00,
186,0,1,2,1,2,422.09,435.40,13.31,1,1,1,30.00,2,22,11.00,
187,0,1,2,1,2,422.10,435.40,13.30,1,1,1,10.00,1,4,11.00,
188,0,1,2,1,2,422.11,435.40,13.29,1,1,1,1.00,1,19,11.00,
189,0,1,2,1,2,422.12,435.40,13.28,1,1,1,1.00,1,8,11.00,
190,0,1,2,1,2,422.14,435.50,13.36,1,1,1,20.00,1,3,11.00,
191,0,1,2,1,2,422.15,435.50,13.35,1,1,1,15.00,1,1,11.00,
192,0,1,2,1,2,422.16,435.50,13.34,1,1,1,10.00,1,3,11.00,
193,0,1,2,1,2,422.17,435.50,13.33,1,1,1,30.00,1,8,11.00,
194,0,1,2,1,2,422.18,435.50,13.32,1,1,1,20.00,1,7,11.00,
195,0,1,2,1,2,422.20,435.60,13.40,1,1,1,20.00,2,4,11.00,
196,0,1,2,1,2,422.21,435.60,13.39,1,1,1,10.00,2,30,11.00,
197,0,1,2,1,2,422.22,435.60,13.38,2,2,1,5.00,1,12,11.00,
198,0,1,2,1,2,422.22,435.60,13.38,3,3,1,30.00,1,5,11.00,
199,0,1,2,1,2,422.22,435.70,13.48,1,1,1,20.00,1,7,11.00,
200,0,1,2,1,2,422.23,435.70,13.47,1,1,1,1.00,1,6,11.00,
201,0,1,2,1,2,422.25,435.70,13.45,1,1,1,15.00,1,12,11.00,
202,0,1,2,1,2,422.26,435.70,13.44,1,1,1,10.00,1,13,11.00,
203,0,1,2,1,2,422.27,435.70,13.43,1,1,1,10.00,2,12,11.00,
204,0,1,2,1,2,422.28,435.80,13.52,1,1,1,10.00,1,11,11.00,
205,0,1,2,1,2,422.30,435.80,13.50,1,1,1,15.00,1,2,11.00,
206,0,1,2,1,2,422.31,435.80,13.49,1,1,1,10.00,2,3,11.00,
207,0,1,2,1,2,422.32,435.80,13.48,1,1,1,30.00,2,1,11.00,
208,0,1,2,1,2,422.33,435.90,13.57,1,1,1,20.00,1,1,11.00,
209,0,1,2,1,2,422.35,435.90,13.55,1,1,1,15.00,1,4,11.00,
210,0,1,2,1,2,422.36,435.90,13.54,1,1,1,10.00,1,8,11.00,
211,0,1,2,1,2,422.37,435.90,13.53,1,1,1,1.00,2,30,11.00,
212,0,1,2,1,2,422.38,435.90,13.52,1,1,1,20.00,1,7,11.00,
213,0,1,2,1,2,422.39,436.00,13.61,1,1,1,20.00,2,7,11.00,
214,0,1,2,1,2,422.41,436.00,13.59,1,1,1,20.00,2,8,11.00,
215,0,1,2,1,2,422.42,436.00,13.58,1,1,1,20.00,1,5,11.00,
216,0,1,2,1,2,422.43,436.00,13.57,1,1,1,10.00,1,3,11.00,
217,0,1,2,1,2,422.44,436.10,13.66,2,2,1,20.00,2,0,11.00,
218,0,1,2,1,2,422.44,436.10,13.66,3,3,1,30.00,3,19,11.00,
219,0,1,2,1,2,422.44,436.10,13.66,1,1,1,30.00,1,2,11.00,
220,0,1,2,1,2,422.46,436.10,13.64,1,1,1,15.00,1,12,11.00,
221,0,1,2,1,2,422.47,436.10,13.63,1,1,1,10.00,2,5,11.00,
222,0,1,2,1,2,422.48,436.20,13.72,1,1,1,10.00,1,6,11.00,
223,0,1,2,1,2,422.49,436.20,13.71,1,1,1,10.00,1,8,11.00,
224,0,1,2,1,2,422.51,436.20,13.69,1,1,1,60.00,1,7,11.00,
225,0,1,2,1,2,422.52,436.20,13.68,1,1,1,30.00,1,13,11.00,
226,0,1,2,1,2,422.53,436.30,13.77,1,1,1,10.00,1,12,11.00,
227,0,1,2,1,2,422.54,436.30,13.76,1,1,1,20.00,1,5,11.00,
228,0,1,2,1,2,422.56,436.30,13.74,1,1,1,30.00,1,12,11.00,
229,0,1,2,1,2,422.57,436.30,13.73,1,1,1,20.00,1,5,11.00,
230,0,1,2,1,2,422.58,436.30,13.72,1,1,1,30.00,1,7,11.00,
231,0,1,2,1,2,422.59,436.40,13.81,1,1,1,5.00,1,3,11.00,
232,0,1,2,1,2,422.60,436.40,13.80,1,1,1,10.00,2,3,11.00,
233,0,1,2,1,2,422.62,436.40,13.78,1,1,1,30.00,2,11,11.00,
234,0,1,2,1,2,422.63,436.40,13.77,1,1,1,1.00,1,0,11.00,
235,0,1,2,1,2,422.64,436.50,13.86,1,1,1,10.00,2,7,11.00,
236,0,1,2,1,2,422.65,436.50,13.85,1,1,1,1.00,1,0,11.00,
237,0,1,2,1,2,422.66,436.50,13.84,3,3,1,60.00,4,5,11.00,
238,0,1,2,1,2,422.66,436.50,13.84,2,2,1,30.00,1,14,11.00,
239,0,1,2,1,2,422.67,436.50,13.83,1,1,1,30.00,1,11,11.00,
240,0,1,2,1,2,422.68,436.60,13.92,1,1,1,10.00,1,5,11.00,
241,0,1,2,1,2,422.69,436.60,13.91,1,1,1,30.00,2,2,11.00,
242,0,1,2,1,2,422.70,436.60,13.90,1,1,1,60.00,2,3,11.00,
243,0,1,2,1,2,422.72,436.60,13.88,1,1,1,10.00,1,12,11.00,
244,0,1,2,1,2,422.73,436.70,13.97,1,1,1,10.00,2,3,11.00,
245,0,1,2,1,2,422.74,436.70,13.96,1,1,1,10.00,1,5,11.00,
246,0,1,2,1,2,422.75,436.70,13.95,1,1,1,10.00,1,11,11.00,
247,0,1,2,1,2,422.77,436.70,13.93,1,1,1,20.00,1,3,11.00,
248,0,1,2,1,2,422.78,436.70,13.92,1,1,1,15.00,1,1,11.00,
249,0,1,2,1,2,422.79,436.80,14.01,1,1,1,10.00,2,13,11.00,
250,0,1,2,1,2,422.80,436.80,14.00,1,1,1,20.00,1,4,11.00,
251,0,1,2,1,2,422.81,436.80,13.99,1,1,1,10.00,1,7,11.00,
252,0,1,2,1,2,422.83,436.80,13.97,1,1,1,40.00,1,13,11.00,
253,0,1,2,1,2,422.84,436.90,14.06,1,1,1,20.00,1,2,11.00,
254,0,1,2,1,2,422.85,436.90,14.05,1,1,1,15.00,1,1,11.00,
255,0,1,2,1,2,422.86,436.90,14.04,1,1,1,20.00,1,1,11.00,
256,0,1,2,1,2,422.88,436.90,14.02,1,1,1,20.00,1,5,11.00,
257,0,1,2,1,2,422.88,436.90,14.02,2,2,1,10.00,1,6,11.00,
258,0,1,2,1,2,422.88,437.00,14.12,3,3,1,20.00,1,5,11.00,
259,0,1,2,1,2,422.89,437.00,14.11,1,1,1,5.00,1,11,11.00,
260,0,1,2,1,2,422.90,437.00,14.10,1,1,1,10.00,1,17,11.00,
261,0,1,2,1,2,422.91,437.00,14.09,1,1,1,1.00,1,11,11.00,
262,0,1,2,1,2,422.93,437.10,14.17,1,1,1,10.00,1,5,11.00,
263,0,1,2,1,2,422.94,437.10,14.16,1,1,1,10.00,2,3,11.00,
264,0,1,2,1,2,422.95,437.10,14.15,1,1,1,30.00,1,2,11.00,
265,0,1,2,1,2,422.96,437.10,14.14,1,1,1,10.00,1,4,11.00,
266,0,1,2,1,2,422.98,437.10,14.13,1,1,1,20.00,1,5,11.00,
267,0,1,2,1,2,422.99,437.20,14.21,1,1,1,5.00,1,5,11.00,
268,0,1,2,1,2,423.00,437.20,14.20,1,1,1,1.00,1,9,11.00,
269,0,1,2,1,2,423.01,437.20,14.19,1,1,1,20.00,1,20,11.00,
270,0,1,2,1,2,423.02,437.20,14.18,1,1,1,5.00,1,10,11.00,
271,0,1,2,1,2,423.04,437.30,14.26,1,1,1,5.00,1,3,11.00,
272,0,1,2,1,2,423.05,437.30,14.25,1,1,1,15.00,1,1,11.00,
273,0,1,2,1,2,423.06,437.30,14.24,1,1,1,10.00,1,22,11.00,
274,0,1,2,1,2,423.07,437.30,14.23,1,1,1,1.00,1,3,11.00,
275,0,1,2,1,2,423.09,437.30,14.21,1,1,1,30.00,1,9,11.00,
276,0,1,2,1,2,423.10,437.40,14.30,1,1,1,60.00,1,4,11.00,
277,0,1,2,1,2,423.11,437.40,14.29,2,2,1,20.00,1,3,11.00,
278,0,1,2,1,2,423.11,437.40,14.29,3,3,1,30.00,3,5,11.00,
279,0,1,2,1,2,423.11,437.40,14.29,1,1,1,20.00,1,17,11.00,
280,0,1,2,1,2,423.12,437.50,14.38,1,1,1,10.00,1,8,11.00,
281,0,1,2,1,2,423.14,437.50,14.36,1,1,1,15.00,1,11,11.00,
282,0,1,2,1,2,423.15,437.50,14.35,1,1,1,5.00,1,25,11.00,
283,0,1,2,1,2,423.16,437.50,14.34,1,1,1,10.00,1,16,11.00,
284,0,1,2,1,2,423.17,437.50,14.33,1,1,1,5.00,1,12,11.00,
285,0,1,2,1,2,423.18,437.60,14.42,1,1,1,10.00,1,13,11.00,
286,0,1,2,1,2,423.20,437.60,14.40,1,1,1,30.00,1,9,11.00,
287,0,1,2,1,2,423.21,437.60,14.39,1,1,1,30.00,1,1,11.00,
288,0,1,2,1,2,423.22,437.60,14.38,1,1,1,10.00,1,6,11.00,
289,0,1,2,1,2,423.23,437.70,14.47,1,1,1,15.00,2,11,11.00,
290,0,1,2,1,2,423.25,437.70,14.45,1,1,1,60.00,2,22,11.00,
291,0,1,2,1,2,423.26,437.70,14.44,1,1,1,60.00,1,6,11.00,
292,0,1,2,1,2,423.27,437.70,14.43,1,1,1,15.00,1,2,11.00,
293,0,1,2,1,2,423.28,437.70,14.42,1,1,1,5.00,1,10,11.00,
294,0,1,2,1,2,423.30,437.80,14.50,1,1,1,60.00,1,5,11.00,
295,0,1,2,1,2,423.31,437.80,14.49,1,1,1,1.00,1,18,11.00,
296,0,1,2,1,2,423.32,437.80,14.48,1,1,1,10.00,1,4,11.00,
297,0,1,2,1,2,423.33,437.80,14.47,2,2,1,20.00,1,6,11.00,
298,0,1,2,1,2,423.33,437.90,14.57,3,3,1,20.00,3,13,11.00,
299,0,1,2,1,2,423.33,437.90,14.57,1,1,1,30.00,1,6,11.00,
300,0,1,2,1,2,423.35,437.90,14.55,1,1,1,10.00,1,8,11.00,
301,0,1,2,1,2,423.36,437.90,14.54,1,1,1,10.00,1,30,11.00,
302,0,1,2,1,2,423.37,437.90,14.53,1,1,1,30.00,1,21,11.00,
303,0,1,2,1,2,423.38,438.00,14.62,1,1,1,10.00,1,5,11.00,
304,0,1,2,1,2,423.39,438.00,14.61,1,1,1,10.00,1,11,11.00,
305,0,1,2,1,2,423.41,438.00,14.59,1,1,1,10.00,1,6,11.00,
306,0,1,2,1,2,423.42,438.00,14.58,1,1,1,30.00,2,6,11.00,
307,0,1,2,1,2,423.43,438.10,14.67,1,1,1,10.00,1,4,11.00,
308,0,1,2,1,2,423.44,438.10,14.66,1,1,1,30.00,2,10,11.00,
309,0,1,2,1,2,423.46,438.10,14.64,1,1,1,15.00,1,1,11.00,
310,0,1,2,1,2,423.47,438.10,14.63,1,1,1,5.00,1,6,11.00,
311,0,1,2,1,2,423.48,438.10,14.62,1,1,1,5.00,1,0,11.00,
312,0,1,2,1,2,423.49,438.20,14.71,1,1,1,5.00,1,4,11.00,
313,0,1,2,1,2,423.51,438.20,14.69,1,1,1,5.00,2,9,11.00,
314,0,1,2,1,2,423.52,438.20,14.68,1,1,1,1.00,1,1,11.00,
315,0,1,2,1,2,423.53,438.20,14.67,1,1,1,20.00,1,11,11.00,
316,0,1,2,1,2,423.54,438.30,14.76,1,1,1,10.00,1,11,11.00,
317,0,1,2,1,2,423.55,438.30,14.75,2,2,1,30.00,1,1,11.00,
318,0,1,2,1,2,423.55,438.30,14.75,3,3,1,30.00,1,19,11.00,
319,0,1,2,1,2,423.56,438.30,14.74,1,1,1,5.00,1,21,11.00,
