#,cycle_length,NBL,NBT,NBR,SBL,SBT,SBR,EBL,EBT,EBR,WBL,WBT,WBR,NBL,NBT,NBR,SBL,SBT,SBR,EBL,EBT,EBR,WBL,WBT,WBR,NBL,NBT,NBR,SBL,SBT,SBR,EBL,EBT,EBR,WBL,WBT,WBR,NBL,NBT,NBR,SBL,SBT,SBR,EBL,EBT,EBR,WBL,WBT,WBR,EBL,EBT,EBR,WBL,WBT,WBR,NBL,NBT,NBR,SBL,SBT,SBR
3,0,,,1,,,,,,,,,,,,7340.0,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,
4,0,,,,,,,,3,1,,,,,,,,,,,7340.0,0.0,,,,,,,,,,,60,40,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0,0,0,
5,0,,,,,,,,3,,,,,,,,,,,,7340.0,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,
6,0,,,,,,,,3,,,,,,,,,,,,7340.0,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,
7,0,,,,,,,,3,,,,,,,,,,,,7340.0,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,
8,0,,,,,,,,3,,,,,,,,,,,,7340.0,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,
9,0,,,,,,,,3,,,,,,,,,,,,7340.0,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,
10,0,,,,,,,,2,,,,,,,,,,,,7340.0,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,
11,0,,,,,,,,,1,,,,,,,,,,,,7340.0,,,,,,,,,,,,40,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0.0,0,0,0,
12,0,,,,,3,,,,,,,,,,,,7340.0,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0,0,0,0,0,0,0,
14,0,,,,,,,,3,,,,,,,,,,,,346.0,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,
15,0,,,,,3,,,,,,,,,,,,346.0,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0,0,0,0,0,0,0,
16,0,,,,,,,,1,,,,,,,,,,,,346.0,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,
17,0,,,,,3,,,,,,,,,,,,346.0,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0,0,0,0,0,0,0,
18,0,,,,3,,,,,,,,,,,,346.0,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,
19,0,,,,,,,,3,,,,,,,,,,,,346.0,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,
20,0,,,,,,,,3,,,,,,,,,,,,346.0,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,
21,0,,,,,,,,3,,,,,,,,,,,,346.0,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,
22,0,,,,,,,,3,,,,,,,,,,,,346.0,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,
23,0,,,,,,,,3,,,,,,,,,,,,346.0,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,
24,0,,,,,,,,3,,,,,,,,,,,,346.0,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,
25,0,,,,,,,,3,,,,,,,,,,,,346.0,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,
26,0,,,,,,,,3,,,,,,,,,,,,346.0,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,
27,0,,,,,,,,3,,,,,,,,,,,,346.0,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,
28,0,,,,,,,,1,,,,,,,,,,,,346.0,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,
29,0,,,,,,,,3,,,,,,,,,,,,346.0,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,
30,0,,,,,,,,2,,,,,,,,,,,,3114.0,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,
31,120,,1,1,1,1,,1,2,1,,,,,0.0,0.0,0.0,0.0,,0.0,3114.0,0.0,,,,,40,40,40,40,,40,45,40,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0,0.0,50.0,0.0,0,0,0,
32,0,,,,,,,,2,,,,,,,,,,,,3114.0,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,
33,100,,1,1,1,1,,1,2,1,,,,,0.0,0.0,0.0,0.0,,0.0,3114.0,0.0,,,,,40,40,40,40,,40,45,40,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0,0.0,50.0,0.0,0,0,0,
34,0,,,,,,,,2,,,,,,,,,,,,3114.0,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,
35,100,,1,1,1,1,,1,2,1,,,,,0.0,0.0,0.0,0.0,,0.0,3114.0,0.0,,,,,40,40,40,40,,40,45,40,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0,0.0,50.0,0.0,0,0,0,
36,0,,,,,2,,,,,,,,,,,,0.0,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0,0,0,0,0,0,0,
